pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2025-04-08,93.1,-1.91,5.35,"Kelly, Merrill",702616,518876,,foul,,,,,8.0,Jackson Holliday reaches on a fielding error by third baseman Eugenio Suárez.,R,L,R,AZ,BAL,S,,,2,1,2025,-0.8,1.17,-0.01,1.92,,,,2,5,Top,,,,,,,6.5850254783125,-135.33266101804043,-5.493610777085917,-11.350966542121236,31.78733971652064,-16.802800242078014,3.34,1.63,272.0,89.4,49.0,91.9,2398.0,5.8,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.7,,,,,,,,35,4,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shade,Standard,230.0,0.0,-0.08,69.7,6.9,,0.08,89.4,0,0,0.551,0.449,36,21,37,22,2,1,5.0,1.0,7.0,1.0,1.48,0.8,-0.8,22.6,3.735428822541732,5.261991961490108,38.70888972199307,38.47237099839302,23.86056751312088
SI,2025-04-08,93.4,-1.5,5.47,"Kelly, Merrill",702616,518876,field_error,hit_into_play,,,,,2.0,Jackson Holliday reaches on a fielding error by third baseman Eugenio Suárez.,R,L,R,AZ,BAL,X,5.0,ground_ball,2,2,2025,-1.24,0.68,0.18,3.01,,,,2,5,Top,116.74,153.04,,,,,6.972404814887482,-135.85826165275913,-2.0555600904155646,-16.898640559210794,29.75498431820801,-23.51659631006001,3.34,1.63,21.0,100.8,-7.0,92.6,2268.0,5.8,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.69,0.249,0.263,0.9,1.0,0.0,0.0,2.0,35,5,Sinker,2,2,2,2,2,2,2,2,Infield shade,Standard,224.0,-0.017,0.402,67.6,5.5,0.27,-0.402,100.8,0,0,0.551,0.449,36,21,37,22,2,1,5.0,1.0,7.0,1.0,1.94,1.24,-1.24,23.6,3.4361542539819694,18.800898791887807,28.23917868895961,35.50296843349352,15.685175950750104
CU,2025-04-08,81.7,-1.9,5.67,"Kelly, Merrill",683002,518876,,called_strike,,,,,7.0,Gunnar Henderson strikes out swinging.,R,L,R,AZ,BAL,S,,,0,0,2025,0.88,-0.77,-0.39,1.71,,,702616.0,2,5,Top,,,,,,,1.6960598610382995,-119.03264935900262,-0.8920832700379847,8.05062623455667,22.78962450958731,-39.49827578599823,3.72,1.76,,,,81.0,2744.0,5.7,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.77,,,,,,,,36,1,Curveball,2,2,2,2,2,2,2,2,Infield shade,Standard,62.0,0.0,-0.045,,,,0.045,,0,0,0.534,0.466,36,24,37,24,3,2,5.0,1.0,7.0,1.0,4.17,-0.88,0.88,29.2,,,,,
FC,2025-04-08,90.5,-1.75,5.43,"Kelly, Merrill",683002,518876,,foul,,,,,3.0,Gunnar Henderson strikes out swinging.,R,L,R,AZ,BAL,S,,,0,1,2025,0.07,1.11,0.49,3.39,,,702616.0,2,5,Top,,,,,,,5.370606794052784,-131.6748871218746,-1.491639714796553,-0.3666757685707338,28.815933202564658,-19.22075952400632,3.71,1.8,226.0,73.1,54.0,89.5,2324.0,5.7,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.78,,,,,,,,36,2,Cutter,2,2,2,2,2,2,2,2,Infield shade,Standard,215.0,0.0,-0.056,76.5,6.7,,0.056,88.0,0,0,0.534,0.466,36,24,37,24,3,2,5.0,1.0,7.0,1.0,1.68,-0.07,0.07,24.0,11.166393818325366,3.214103823187771,24.730831693077867,30.04481582475724,33.83395801107911
CH,2025-04-08,88.3,-1.85,5.44,"Kelly, Merrill",683002,518876,strikeout,swinging_strike,,,,,13.0,Gunnar Henderson strikes out swinging.,R,L,R,AZ,BAL,S,2.0,,0,2,2025,-1.29,0.04,-0.15,1.13,,,702616.0,2,5,Top,,,,,,,6.760591331474329,-128.49831418056772,-4.491801821581463,-15.654353886748783,25.63632995295028,-30.997930797946648,3.71,1.8,,,,87.9,2181.0,5.9,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.58,,0.0,0.0,1.0,0.0,0.0,,36,3,Changeup,2,2,2,2,2,2,2,2,Infield shade,Standard,244.0,0.031,-0.169,74.3,8.3,,0.169,,0,0,0.534,0.466,36,24,37,24,3,2,5.0,1.0,7.0,1.0,2.87,1.29,-1.29,26.7,19.536081710327,-17.6374505908213,34.592976362617115,37.854184786115376,43.7706623073367
FC,2025-04-08,88.4,-2.04,5.38,"Kelly, Merrill",668939,518876,,called_strike,,,,,8.0,Adley Rutschman called out on strikes.,R,L,R,AZ,BAL,S,,,0,0,2025,-0.14,0.98,-0.19,1.89,,,,0,6,Top,,,,,,,4.759780400664357,-128.7898792347276,-4.512423793370458,-2.4536582428596905,23.931405497237023,-20.46951185581036,3.34,1.7,,,,88.0,2176.0,5.7,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.75,,,,,,,,43,1,Cutter,4,2,2,4,2,4,2,4,Infield shade,Standard,220.0,0.0,-0.04,,,,0.04,,2,-2,0.789,0.211,36,27,37,27,3,2,5.0,1.0,7.0,1.0,1.9,0.14,-0.14,22.9,,,,,
CH,2025-04-08,86.8,-1.82,5.51,"Kelly, Merrill",668939,518876,,foul,,,,,13.0,Adley Rutschman called out on strikes.,R,L,R,AZ,BAL,S,,,0,1,2025,-1.26,0.08,-0.58,1.01,,,,0,6,Top,,,,,,,5.501016148863884,-126.25442480338,-4.764441478742346,-14.58920375479773,24.355797664328144,-30.594461766266328,3.37,1.65,,,,86.5,2107.0,6.0,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.47,,,,,,,,43,2,Changeup,4,2,2,4,2,4,2,4,Infield shade,Standard,242.0,0.0,-0.054,57.2,7.4,,0.054,,2,-2,0.789,0.211,36,27,37,27,3,2,5.0,1.0,7.0,1.0,2.94,1.26,-1.26,25.3,7.60987842582798,-4.232286802502609,41.94492153492776,42.141333228286015,28.82282894939228
SI,2025-04-08,91.8,-1.63,5.48,"Kelly, Merrill",668939,518876,,ball,,,,,14.0,Adley Rutschman called out on strikes.,R,L,R,AZ,BAL,B,,,0,2,2025,-1.22,0.74,1.49,1.82,,,,0,6,Top,,,,,,,10.434964147568342,-133.28932195158828,-4.95463017740417,-16.701727448332427,27.948218513589165,-22.443894628906392,3.34,1.68,,,,91.1,2147.0,6.0,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.55,,,,,,,,43,3,Sinker,4,2,2,4,2,4,2,4,Infield shade,Standard,228.0,0.0,0.026,,,,-0.026,,2,-2,0.789,0.211,36,27,37,27,3,2,5.0,1.0,7.0,1.0,1.97,1.22,-1.22,25.1,,,,,
SI,2025-04-08,92.1,-1.56,5.44,"Kelly, Merrill",668939,518876,strikeout,called_strike,,,,,6.0,Adley Rutschman called out on strikes.,R,L,R,AZ,BAL,S,2.0,,1,2,2025,-1.07,0.84,0.79,2.36,,,,0,6,Top,,,,,,,8.226892601876076,-133.83125868235163,-3.7700858008894462,-14.679400701612636,28.53183854067517,-21.438576753646323,3.34,1.68,,,,91.3,2110.0,5.8,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.65,,0.0,0.0,1.0,0.0,0.0,,43,4,Sinker,4,2,2,4,2,4,2,4,Infield shade,Standard,228.0,0.03,-0.193,,,,0.193,,2,-2,0.789,0.211,36,27,37,27,3,2,5.0,1.0,7.0,1.0,1.85,1.07,-1.07,22.5,,,,,
FC,2025-04-08,90.5,-1.74,5.44,"Kelly, Merrill",656811,518876,,ball,,,,,11.0,"Ryan O'Hearn grounds out, first baseman Josh Naylor to pitcher Merrill Kelly.",R,L,R,AZ,BAL,B,,,0,0,2025,-0.12,1.04,-0.56,3.62,,,,1,6,Top,,,,,,,3.154025174514806,-131.790672004614,-0.8401310372155492,-1.9897699692003228,26.93512397780108,-20.05115066224685,3.4,1.59,,,,90.1,2283.0,5.9,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.57,,,,,,,,44,1,Cutter,4,2,2,4,2,4,2,4,Infield shade,Standard,210.0,0.0,0.039,,,,-0.039,,2,-2,0.819,0.181,36,31,37,32,3,2,5.0,1.0,7.0,1.0,1.73,0.12,-0.12,24.0,,,,,
CH,2025-04-08,88.0,-1.78,5.53,"Kelly, Merrill",656811,518876,field_out,hit_into_play,,,,,4.0,"Ryan O'Hearn grounds out, first baseman Josh Naylor to pitcher Merrill Kelly.",R,L,R,AZ,BAL,X,3.0,ground_ball,1,0,2025,-1.36,0.22,-0.5,2.64,,,,1,6,Top,155.79,159.63,,,,,5.870632502531908,-128.07040447386143,-1.3760978613270132,-16.19219142917159,25.926377793044363,-29.657791777506603,3.43,1.64,19.0,83.8,-8.0,87.4,2016.0,5.8,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.67,0.12,0.119,0.0,1.0,0.0,0.0,2.0,44,2,Changeup,4,2,2,4,2,4,2,4,Infield shade,Standard,242.0,0.021,-0.291,76.6,7.7,0.148,0.291,88.0,2,-2,0.819,0.181,36,31,37,32,3,2,5.0,1.0,7.0,1.0,2.72,1.36,-1.36,25.4,16.782991147802974,-11.315508339603948,26.6348958092312,45.57160873033752,35.1130218527188
FC,2025-04-08,89.7,-1.92,5.41,"Kelly, Merrill",676059,518876,,foul_tip,,,,,6.0,Jordan Westburg flies out to right fielder Corbin Carroll.,R,R,R,AZ,BAL,S,,,0,0,2025,-0.07,1.05,0.63,2.68,,,,2,6,Top,,,,,,,6.406639453686677,-130.62209139660868,-3.0203723176067934,-2.064908731367084,24.90852246694247,-19.705194678024007,3.53,1.68,,,,89.3,2380.0,5.8,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.69,,,,,,,,45,1,Cutter,4,2,2,4,2,4,2,4,Strategic,Standard,213.0,0.0,-0.045,72.6,6.8,,0.045,,2,-2,0.84,0.16,36,26,37,26,3,2,5.0,1.0,7.0,4.0,1.76,0.07,0.07,22.1,9.012611632795627,5.725913918273521,29.783546151979376,47.67738589985578,28.62693577314772
FC,2025-04-08,90.2,-1.89,5.39,"Kelly, Merrill",676059,518876,,ball,,,,,14.0,Jordan Westburg flies out to right fielder Corbin Carroll.,R,R,R,AZ,BAL,B,,,0,1,2025,-0.11,0.89,0.99,2.17,,,,2,6,Top,,,,,,,7.324416295450762,-131.2851527244056,-3.962319019572841,-2.679553798302864,25.761345667632288,-21.22848941741453,3.53,1.67,,,,89.8,2321.0,5.9,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.62,,,,,,,,45,2,Cutter,4,2,2,4,2,4,2,4,Strategic,Standard,221.0,0.0,0.026,,,,-0.026,,2,-2,0.84,0.16,36,26,37,26,3,2,5.0,1.0,7.0,4.0,1.89,0.11,0.11,22.2,,,,,
CH,2025-04-08,88.5,-1.87,5.46,"Kelly, Merrill",676059,518876,,foul,,,,,7.0,Jordan Westburg flies out to right fielder Corbin Carroll.,R,R,R,AZ,BAL,S,,,1,1,2025,-1.26,0.11,-0.52,1.68,,,,2,6,Top,,,,,,,5.873421838687761,-128.7447440611045,-3.359448392763178,-15.268957638093816,26.46455793293155,-30.45249073783496,3.53,1.68,,,,88.0,2248.0,6.0,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.54,,,,,,,,45,3,Changeup,4,2,2,4,2,4,2,4,Strategic,Standard,242.0,0.0,-0.062,66.1,7.3,,0.062,,2,-2,0.84,0.16,36,26,37,26,3,2,5.0,1.0,7.0,4.0,2.8,1.26,1.26,26.2,18.864813832465565,-17.725435713493017,36.59680679925308,33.89537128985558,40.31671513780489
FF,2025-04-08,93.0,-1.66,5.44,"Kelly, Merrill",676059,518876,field_out,hit_into_play,,,,,5.0,Jordan Westburg flies out to right fielder Corbin Carroll.,R,R,R,AZ,BAL,X,9.0,fly_ball,1,2,2025,-0.93,1.14,-0.26,2.53,,,,2,6,Top,170.12,84.49,,,,,5.577720436556271,-135.2997791759579,-4.146036171094925,-12.629497863709844,29.862377335656973,-17.439654292115907,3.53,1.68,304.0,93.2,41.0,92.0,2428.0,5.8,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.75,0.014,0.022,0.0,1.0,0.0,0.0,3.0,45,4,4-Seam Fastball,4,2,2,4,2,4,2,4,Strategic,Standard,226.0,0.012,-0.178,71.2,6.5,0.038,0.178,93.2,2,-2,0.84,0.16,36,26,37,26,3,2,5.0,1.0,7.0,4.0,1.5,0.93,0.93,23.5,9.354760933030256,2.061002458927564,31.90832307559724,36.41978359692911,31.210297980028777
FF,2025-04-08,89.0,-1.93,5.44,"Kelly, Merrill",656775,518876,double,hit_into_play,,,,,7.0,Cedric Mullins doubles (3) on a line drive to left fielder Lourdes Gurriel Jr.,R,L,R,AZ,BAL,X,7.0,line_drive,0,0,2025,-0.73,1.24,-0.78,2.0,,,,0,7,Top,54.0,130.25,,,,,4.307221416129092,-129.48311067926124,-4.9288978086420725,-9.134981305047711,28.394800836934674,-17.401806266942906,3.46,1.65,183.0,70.8,25.0,88.0,2207.0,5.8,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.71,0.986,0.887,1.25,1.0,1.0,1.0,4.0,50,1,4-Seam Fastball,4,2,2,4,2,4,2,4,Standard,Standard,226.0,-0.086,0.71,74.0,8.2,1.007,-0.71,88.0,2,-2,0.824,0.176,36,30,37,31,3,2,5.0,1.0,7.0,1.0,1.65,0.73,-0.73,23.2,17.470800182591997,-8.636661780351384,32.59142851818002,42.4578653665094,32.97104922080111
CU,2025-04-08,79.2,-1.68,5.63,"Kelly, Merrill",641933,518876,,called_strike,,,,,4.0,Tyler O'Neill walks.,R,R,R,AZ,BAL,S,,,0,0,2025,0.81,-0.98,-0.82,2.07,,656775.0,,0,7,Top,,,,,,,0.3789330348542494,-115.32117012479767,0.8405583298331116,7.166476134150631,22.013191372089405,-41.32314020803246,3.08,1.39,,,,78.5,2588.0,5.8,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.7,,,,,,,,51,1,Curveball,4,2,2,4,2,4,2,4,Standard,Standard,56.0,0.0,-0.047,,,,0.047,,2,-2,0.738,0.262,36,30,37,30,3,2,5.0,2.0,7.0,1.0,4.62,-0.81,-0.81,27.5,,,,,
CH,2025-04-08,85.0,-1.85,5.57,"Kelly, Merrill",641933,518876,,ball,,,,,11.0,Tyler O'Neill walks.,R,R,R,AZ,BAL,B,,,0,1,2025,-1.05,-0.15,-1.41,2.66,,656775.0,,0,7,Top,,,,,,,3.104227856194135,-123.8311234645876,-0.2253431742462913,-11.434762411757871,23.84177877757911,-33.92203112641802,3.22,1.45,,,,84.3,2025.0,5.7,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.81,,,,,,,,51,2,Changeup,4,2,2,4,2,4,2,4,Standard,Standard,243.0,0.0,0.033,,,,-0.033,,2,-2,0.738,0.262,36,30,37,30,3,2,5.0,2.0,7.0,1.0,3.29,1.05,1.05,23.2,,,,,
FC,2025-04-08,88.6,-1.88,5.35,"Kelly, Merrill",641933,518876,,ball,,,,,14.0,Tyler O'Neill walks.,R,R,R,AZ,BAL,B,,,1,1,2025,0.03,0.86,1.08,1.97,,656775.0,,0,7,Top,,,,,,,7.106177525938633,-128.95290245073295,-3.986871675023748,-1.031003905029173,25.769850250608872,-21.89477718553128,3.14,1.45,,,,88.3,2229.0,6.0,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.51,,,,,,,,51,3,Cutter,4,2,2,4,2,4,2,4,Standard,Standard,213.0,0.0,0.04,,,,-0.04,,2,-2,0.738,0.262,36,30,37,30,3,2,5.0,2.0,7.0,1.0,2.03,-0.03,-0.03,22.1,,,,,
FC,2025-04-08,89.5,-1.99,5.35,"Kelly, Merrill",641933,518876,,called_strike,,,,,14.0,Tyler O'Neill walks.,R,R,R,AZ,BAL,S,,,2,1,2025,-0.12,0.99,0.89,1.69,,656775.0,,0,7,Top,,,,,,,7.322449528259275,-130.14510104997106,-5.071121048691344,-2.994398965762226,28.067134218856943,-20.01373030539725,3.11,1.45,,,,88.8,2243.0,6.0,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.54,,,,,,,,51,4,Cutter,4,2,2,4,2,4,2,4,Standard,Standard,217.0,0.0,-0.088,,,,0.088,,2,-2,0.738,0.262,36,30,37,30,3,2,5.0,2.0,7.0,1.0,1.86,0.12,0.12,22.8,,,,,
CH,2025-04-08,87.2,-1.76,5.5,"Kelly, Merrill",641933,518876,,foul,,,,,7.0,Tyler O'Neill walks.,R,R,R,AZ,BAL,S,,,2,2,2025,-1.28,-0.15,-0.59,1.48,,656775.0,,0,7,Top,,,,,,,5.404165749906497,-126.90899815449666,-3.163891364061466,-14.966699568650023,26.16819140266021,-33.365770787529534,3.11,1.42,,,,86.5,2161.0,5.8,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.67,,,,,,,,51,5,Changeup,4,2,2,4,2,4,2,4,Standard,Standard,240.0,0.0,0.0,76.0,8.3,,0.0,,2,-2,0.738,0.262,36,30,37,30,3,2,5.0,2.0,7.0,1.0,3.15,1.28,1.28,25.0,28.01694164337998,-20.999338622286576,42.75078136647604,27.18993574832681,40.286039545876285
SL,2025-04-08,86.1,-1.67,5.42,"Kelly, Merrill",641933,518876,,ball,,,,,14.0,Tyler O'Neill walks.,R,R,R,AZ,BAL,B,,,2,2,2025,0.14,0.27,2.09,1.32,,656775.0,,0,7,Top,,,,,,,8.57733797509524,-125.0957262804638,-4.025972689711316,-0.1927330056374626,24.480142806151893,-28.76707847493624,3.11,1.42,,,,85.6,2355.0,6.0,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.53,,,,,,,,51,6,Slider,4,2,2,4,2,4,2,4,Standard,Standard,172.0,0.0,0.091,,,,-0.091,,2,-2,0.738,0.262,36,30,37,30,3,2,5.0,2.0,7.0,1.0,2.81,-0.14,-0.14,23.6,,,,,
CH,2025-04-08,87.9,-1.79,5.46,"Kelly, Merrill",641933,518876,walk,ball,,,,,14.0,Tyler O'Neill walks.,R,R,R,AZ,BAL,B,,,3,2,2025,-1.17,-0.2,1.0,1.4,,656775.0,,0,7,Top,,,,,,,9.114876986409696,-127.72078947300916,-3.3006331035828858,-14.6678085987923,26.51189301687665,-33.832348784278295,3.11,1.39,,,,87.1,2213.0,5.9,778396,672515,647304,641658,553993,672695,666971,677950,682998,54.59,,0.69225,0.7,1.0,0.0,0.0,,51,7,Changeup,4,2,2,4,2,4,2,4,Standard,Standard,240.0,-0.063,0.281,,,,-0.281,,2,-2,0.738,0.262,36,30,37,30,3,2,5.0,2.0,7.0,1.0,3.16,1.17,1.17,23.1,,,,,
FF,2025-04-08,94.7,-1.6,5.52,"Miller, Shelby",677008,571946,field_out,hit_into_play,,,,,11.0,Heston Kjerstad lines out to shortstop Geraldo Perdomo.,R,L,R,AZ,BAL,X,6.0,line_drive,0,0,2025,-0.95,1.45,-1.33,3.51,,656775.0,641933.0,0,7,Top,123.6,138.33,,,,,2.853291047687539,-137.7381244246857,-2.76239094465769,-12.690113018209594,34.32016465777102,-13.381770758900576,3.85,1.78,157.0,70.5,18.0,95.1,2515.0,6.8,778396,672515,647304,641658,553993,672695,666971,677950,682998,53.66,0.774,0.701,0.0,1.0,0.0,0.0,4.0,52,1,4-Seam Fastball,4,2,2,4,2,4,2,4,Standard,Standard,216.0,0.083,-0.252,,,0.825,0.252,88.0,2,-2,0.675,0.325,34,26,35,26,1,2,4.0,1.0,7.0,1.0,1.12,0.95,-0.95,41.0,,,,,
FF,2025-04-08,95.0,-1.38,5.47,"Miller, Shelby",596142,571946,,called_strike,,,,,3.0,Gary Sánchez hit by pitch. Cedric Mullins to 3rd. Tyler O'Neill to 2nd.,R,R,R,AZ,BAL,S,,,0,0,2025,-0.95,1.3,0.31,2.76,,656775.0,641933.0,1,7,Top,,,,,,,6.632248740530331,-138.16372426234383,-4.349934311846505,-13.684855412703298,33.65656953473149,-14.745103615984204,3.23,1.6,,,,95.5,2452.0,6.8,778396,672515,647304,641658,553993,672695,666971,677950,682998,53.65,,,,,,,,53,1,4-Seam Fastball,4,2,2,4,2,4,2,4,Standard,Standard,214.0,0.0,-0.032,,,,0.032,,2,-2,0.758,0.242,34,32,35,33,1,2,4.0,2.0,7.0,7.0,1.24,0.95,0.95,44.6,,,,,
FS,2025-04-08,86.9,-1.4,5.42,"Miller, Shelby",596142,571946,,blocked_ball,,,,,14.0,Gary Sánchez hit by pitch. Cedric Mullins to 3rd. Tyler O'Neill to 2nd.,R,R,R,AZ,BAL,B,,,0,1,2025,-1.19,0.15,1.28,0.78,,656775.0,641933.0,1,7,Top,,,,,,,8.964825493385938,-126.24763966589263,-5.310014804884931,-14.484103523743975,24.98125593793912,-29.64046914730389,3.31,1.66,,,,88.1,2130.0,7.1,778396,672515,647304,641658,553993,672695,666971,677950,682998,53.42,,,,,,,,53,2,Split-Finger,4,2,2,4,2,4,2,4,Standard,Standard,231.0,0.0,0.016,,,,-0.016,,2,-2,0.758,0.242,34,32,35,33,1,2,4.0,2.0,7.0,7.0,2.87,1.19,1.19,42.8,,,,,
FF,2025-04-08,94.2,-1.31,5.47,"Miller, Shelby",596142,571946,hit_by_pitch,hit_by_pitch,,,,,11.0,Gary Sánchez hit by pitch. Cedric Mullins to 3rd. Tyler O'Neill to 2nd.,R,R,R,AZ,BAL,B,,,1,1,2025,-1.05,1.49,-1.59,3.82,,656775.0,641933.0,1,7,Top,,,,,,,1.6387026172225962,-137.27780651428031,-1.9185712441584013,-13.609549799163789,30.5115236294857,-13.090886756301584,3.37,1.63,,,,95.3,2344.0,6.9,778396,672515,647304,641658,553993,672695,666971,677950,682998,53.63,,0.723148,0.7,1.0,0.0,0.0,,53,3,4-Seam Fastball,4,2,2,4,2,4,2,4,Standard,Standard,216.0,-0.098,0.38,,,,-0.38,,2,-2,0.758,0.242,34,32,35,33,1,2,4.0,2.0,7.0,7.0,1.07,1.05,1.05,42.0,,,,,
FS,2025-04-08,87.4,-1.46,5.48,"Miller, Shelby",702616,571946,,called_strike,,,,,11.0,"Orioles challenged (tag-up play), call on the field was upheld: Orioles challenged (catch or drop), call on the field was upheld: Jackson Holliday lines out to left fielder Lourdes Gurriel Jr. Cedric Mullins scores. Tyler O'Neill out at 3rd. Tyler O'Neill out at 3rd, catcher Gabriel Moreno to third baseman Eugenio Suárez to second baseman Garrett Hampson. Throwing error by left fielder Lourdes Gurriel Jr.",R,L,R,AZ,BAL,S,,,0,0,2025,-1.31,0.52,-1.02,2.92,656775.0,641933.0,596142.0,1,7,Top,,,,,,,3.813997119897344,-127.32823481775884,-1.1545516934008335,-14.993367190388836,24.9854730979708,-26.45127978046696,3.3,1.63,,,,88.6,2103.0,6.8,778396,672515,647304,641658,553993,672695,666971,677950,682998,53.65,,,,,,,,54,1,Split-Finger,4,2,2,4,2,4,2,4,Standard,Standard,231.0,0.0,-0.047,,,,0.047,,2,-2,0.66,0.34,34,21,35,22,1,2,4.0,1.0,7.0,1.0,2.44,1.31,-1.31,44.3,,,,,
FF,2025-04-08,95.9,-1.4,5.4,"Miller, Shelby",702616,571946,,foul,,,,,11.0,"Orioles challenged (tag-up play), call on the field was upheld: Orioles challenged (catch or drop), call on the field was upheld: Jackson Holliday lines out to left fielder Lourdes Gurriel Jr. Cedric Mullins scores. Tyler O'Neill out at 3rd. Tyler O'Neill out at 3rd, catcher Gabriel Moreno to third baseman Eugenio Suárez to second baseman Garrett Hampson. Throwing error by left fielder Lourdes Gurriel Jr.",R,L,R,AZ,BAL,S,,,0,1,2025,-1.13,1.53,-0.89,3.19,656775.0,641933.0,596142.0,1,7,Top,,,,,,,3.974248800785415,-139.5362447190545,-3.7037732470248415,-15.677934288716132,32.54009465765989,-11.637364769218388,3.34,1.63,145.0,69.2,65.0,96.9,2537.0,7.0,778396,672515,647304,641658,553993,672695,666971,677950,682998,53.54,,,,,,,,54,2,4-Seam Fastball,4,2,2,4,2,4,2,4,Standard,Standard,215.0,0.0,-0.068,62.1,6.7,,0.068,88.0,2,-2,0.66,0.34,34,21,35,22,1,2,4.0,1.0,7.0,1.0,0.96,1.13,-1.13,41.3,16.904267008622888,10.78701784409897,23.340297836831223,48.49289121012342,23.22847359519977
FS,2025-04-08,87.0,-1.41,5.44,"Miller, Shelby",702616,571946,field_out,hit_into_play,,,,,13.0,"Orioles challenged (tag-up play), call on the field was upheld: Orioles challenged (catch or drop), call on the field was upheld: Jackson Holliday lines out to left fielder Lourdes Gurriel Jr. Cedric Mullins scores. Tyler O'Neill out at 3rd. Tyler O'Neill out at 3rd, catcher Gabriel Moreno to third baseman Eugenio Suárez to second baseman Garrett Hampson. Throwing error by left fielder Lourdes Gurriel Jr.",R,L,R,AZ,BAL,X,7.0,line_drive,0,2,2025,-1.25,0.39,-0.89,2.1,656775.0,641933.0,596142.0,1,7,Top,75.72,119.16,,,,,3.853942513166292,-126.75605676759363,-2.6936710325532784,-14.253803801181135,25.47917917082168,-27.59118220308193,3.34,1.63,236.0,78.0,21.0,88.1,1883.0,6.9,778396,672515,647304,641658,553993,672695,666971,677950,682998,53.62,0.963,0.872,0.0,1.0,0.0,0.0,4.0,54,3,Split-Finger,4,2,2,4,3,4,3,4,Standard,Standard,228.0,0.134,-0.051,63.4,6.7,1.028,0.051,88.0,2,-2,0.66,0.34,34,21,35,22,1,2,4.0,1.0,7.0,1.0,2.61,1.25,-1.25,44.3,3.899290722157856,14.81372362718948,27.245719442429245,48.49110391088885,22.240022063651523
FF,2025-04-08,97.4,3.41,5.63,"Puk, A.J.",683002,640462,,foul_tip,,,,,2.0,Gunnar Henderson flies out to right fielder Corbin Carroll.,R,L,L,AZ,BAL,S,,,0,0,2025,0.89,1.19,0.22,3.16,,,,0,8,Top,,,,,,,-10.721357079297734,-141.42755277456857,-3.863261709346613,14.410648392955318,32.76041211264373,-15.451946087900188,3.71,1.8,,,,98.2,2208.0,6.9,778396,672515,647304,641658,553993,672695,666971,677950,682998,53.61,,,,,,,,58,1,4-Seam Fastball,4,3,3,4,3,4,3,4,Infield shade,Standard,125.0,0.0,-0.04,77.6,7.1,,0.04,,1,-1,0.753,0.247,30,24,30,24,1,3,4.0,1.0,5.0,1.0,1.22,0.89,0.89,24.6,15.136733039238656,-0.355922309023165,23.625949389089097,33.697714443357775,33.0371315725764
