pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FC,2025-07-21,87.4,-3.03,6.0,"Gallen, Zac",694728,668678,home_run,hit_into_play,,,,,8.0,Brice Matthews homers (2) on a fly ball to left center field. Chas McCormick scores.,R,R,R,AZ,HOU,X,,fly_ball,0,0,2025,0.32,0.75,-0.25,2.05,,,676801.0,0,7,Top,49.65,40.47,,,,,6.02819020393526,-127.0983525048254,-4.9076179927042745,2.251539869629553,25.18060197670309,-23.284101566675005,3.32,1.51,423.0,108.7,31.0,87.4,2172.0,6.2,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.26,0.971,1.967,2.0,1.0,0.0,3.0,6.0,54,1,Cutter,3,4,4,3,6,3,6,3,Standard,Standard,178.0,-0.165,1.063,77.9,7.5,3.873,-1.063,108.7,-1,1,0.263,0.737,29,23,30,23,3,2,9.0,2.0,6.0,1.0,2.23,-0.32,-0.32,39.0,16.334611423444713,-4.430442802620129,41.868716323257225,28.91185357141095,35.78902266166973
SI,2025-07-21,93.7,-1.4,5.73,"Graveman, Kendall",670097,608665,,ball,,,,,14.0,Zack Short flies out to right fielder Randal Grichuk.,R,R,R,AZ,HOU,B,,,0,0,2025,-1.09,0.56,1.33,1.03,,,,0,7,Top,,,,,,,9.444636196851937,-136.13590468930053,-7.687795860493698,-15.54262258766492,27.05377595077206,-23.6796655855401,3.28,1.48,,,,93.9,2261.0,6.3,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.22,,,,,,,,55,1,Sinker,3,6,6,3,6,3,6,3,Standard,Standard,227.0,0.0,0.042,,,,-0.042,,-3,3,0.098,0.902,34,30,35,30,1,2,8.0,2.0,5.0,1.0,2.02,1.09,1.09,44.8,,,,,
SI,2025-07-21,93.5,-1.44,5.76,"Graveman, Kendall",670097,608665,,ball,,,,,14.0,Zack Short flies out to right fielder Randal Grichuk.,R,R,R,AZ,HOU,B,,,1,0,2025,-1.21,0.65,1.18,1.37,,,,0,7,Top,,,,,,,9.42997717874757,-135.73608572411322,-6.996639191190554,-16.996841771124696,29.87052573458976,-22.678448673154563,3.32,1.64,,,,93.5,2308.0,6.4,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.08,,,,,,,,55,2,Sinker,3,6,6,3,6,3,6,3,Standard,Standard,223.0,0.0,0.078,,,,-0.078,,-3,3,0.098,0.902,34,30,35,30,1,2,8.0,2.0,5.0,1.0,1.97,1.21,1.21,39.3,,,,,
SI,2025-07-21,94.8,-1.57,5.71,"Graveman, Kendall",670097,608665,,foul,,,,,13.0,Zack Short flies out to right fielder Randal Grichuk.,R,R,R,AZ,HOU,S,,,2,0,2025,-1.2,0.53,-1.46,2.32,,,,0,7,Top,,,,,,,2.9410384936377447,-138.05198355513903,-4.3794517556829256,-16.020239531204698,28.500658862016195,-24.7037821716176,3.35,1.59,13.0,75.1,-9.0,94.5,2293.0,5.9,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.61,,,,,,,,55,3,Sinker,3,6,6,3,6,3,6,3,Standard,Standard,228.0,0.0,-0.074,71.4,6.7,,0.074,88.0,-3,3,0.098,0.902,34,30,35,30,1,2,8.0,2.0,5.0,1.0,1.99,1.2,1.2,40.3,11.168599217420573,-11.622501483397883,40.965706770635215,17.21164578933485,37.70377239512128
SL,2025-07-21,86.5,-1.4,5.71,"Graveman, Kendall",670097,608665,,ball,,,,,14.0,Zack Short flies out to right fielder Randal Grichuk.,R,R,R,AZ,HOU,B,,,2,1,2025,0.14,0.47,0.65,0.75,,,,0,7,Top,,,,,,,4.62107505657292,-126.00067139558598,-6.683993567339844,0.7046251975713222,21.53266198738748,-26.13967129417472,3.31,1.64,,,,87.3,2589.0,6.4,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.1,,,,,,,,55,4,Slider,3,6,6,3,6,3,6,3,Standard,Standard,104.0,0.0,0.134,,,,-0.134,,-3,3,0.098,0.902,34,30,35,30,1,2,8.0,2.0,5.0,1.0,2.53,-0.14,-0.14,39.5,,,,,
SI,2025-07-21,94.6,-1.45,5.69,"Graveman, Kendall",670097,608665,field_out,hit_into_play,,,,,5.0,Zack Short flies out to right fielder Randal Grichuk.,R,R,R,AZ,HOU,X,9.0,fly_ball,3,1,2025,-1.27,0.81,0.09,2.65,,,,0,7,Top,186.24,66.18,,,,,6.871297608379836,-137.63387676994765,-4.067224046589834,-17.715004521298155,29.67193061919748,-21.18883011822834,3.35,1.59,360.0,97.8,34.0,94.7,2269.0,6.3,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.24,0.234,0.45,0.0,1.0,0.0,0.0,5.0,55,5,Sinker,3,6,6,3,6,3,6,3,Standard,Standard,226.0,0.009,-0.439,72.5,6.6,0.871,0.439,97.8,-3,3,0.098,0.902,34,30,35,30,1,2,8.0,2.0,5.0,1.0,1.73,1.27,1.27,38.6,10.333380710618783,6.733626748752164,31.93993206671238,36.44153159725739,33.903958081675995
SI,2025-07-21,94.1,-1.4,5.69,"Graveman, Kendall",701358,608665,,called_strike,,,,,2.0,Cam Smith singles on a sharp line drive to center fielder Corbin Carroll.,R,R,R,AZ,HOU,S,,,0,0,2025,-1.33,0.63,-0.23,3.02,,,,1,7,Top,,,,,,,5.959099404960849,-136.8999483280856,-2.5945052953216603,-18.107103101097227,31.89583564438595,-23.833139340613503,3.55,1.67,,,,93.5,2260.0,6.1,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.41,,,,,,,,56,1,Sinker,3,6,6,3,6,3,6,3,Standard,Standard,225.0,0.0,-0.039,,,,0.039,,-3,3,0.107,0.893,34,22,35,22,1,3,8.0,1.0,5.0,1.0,1.95,1.33,1.33,39.7,,,,,
SL,2025-07-21,86.3,-1.49,5.55,"Graveman, Kendall",701358,608665,,ball,,,,,14.0,Cam Smith singles on a sharp line drive to center fielder Corbin Carroll.,R,R,R,AZ,HOU,B,,,0,1,2025,0.4,0.29,0.4,0.91,,,,1,7,Top,,,,,,,3.68804265723738,-125.43445614840527,-5.312002732837386,3.293757941202488,28.802237686218,-28.131068797490546,3.57,1.72,,,,85.9,2529.0,6.4,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.08,,,,,,,,56,2,Slider,3,6,6,3,6,3,6,3,Standard,Standard,88.0,0.0,0.028,,,,-0.028,,-3,3,0.107,0.893,34,22,35,22,1,3,8.0,1.0,5.0,1.0,2.81,-0.4,-0.4,41.4,,,,,
SI,2025-07-21,95.4,-1.56,5.71,"Graveman, Kendall",701358,608665,,ball,,,,,13.0,Cam Smith singles on a sharp line drive to center fielder Corbin Carroll.,R,R,R,AZ,HOU,B,,,1,1,2025,-1.4,0.79,-1.94,2.09,,,,1,7,Top,,,,,,,2.14821660751792,-138.81055986244738,-5.626028701793425,-18.59534320924812,32.048210943023314,-20.928081195636818,3.51,1.66,,,,94.9,2269.0,6.1,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.43,,,,,,,,56,3,Sinker,3,6,6,3,6,3,6,3,Standard,Standard,228.0,0.0,0.053,,,,-0.053,,-3,3,0.107,0.893,34,22,35,22,1,3,8.0,1.0,5.0,1.0,1.72,1.4,1.4,38.8,,,,,
SI,2025-07-21,94.7,-1.38,5.67,"Graveman, Kendall",701358,608665,single,hit_into_play,,,,,5.0,Cam Smith singles on a sharp line drive to center fielder Corbin Carroll.,R,R,R,AZ,HOU,X,8.0,line_drive,2,1,2025,-1.41,0.71,0.1,2.59,,,,1,7,Top,153.33,82.56,,,,,7.0069811051152815,-137.75411691001827,-3.962435611511403,-19.533839706584068,30.45592412461464,-22.38360470197893,3.38,1.56,216.0,106.9,10.0,94.4,2241.0,6.1,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.35,0.846,0.863,0.9,1.0,1.0,0.0,4.0,56,4,Sinker,3,6,6,3,6,3,6,3,Standard,Standard,224.0,-0.009,0.365,72.0,6.7,1.119,-0.365,106.9,-3,3,0.107,0.893,34,22,35,22,1,3,8.0,1.0,5.0,1.0,1.83,1.41,1.41,38.2,-0.5115501698403286,9.035305495021762,40.03910101963261,39.543709106917625,25.589927496267222
SL,2025-07-21,84.5,-1.32,5.71,"Graveman, Kendall",514888,608665,,ball,,,,,14.0,"Jose Altuve grounds into a double play, shortstop Geraldo Perdomo to second baseman Blaze Alexander to first baseman Josh Naylor. Cam Smith out at 2nd. Jose Altuve out at 1st.",R,R,R,AZ,HOU,B,,,0,0,2025,0.89,0.48,1.16,1.69,,,701358.0,1,7,Top,,,,,,,4.001796647195285,-122.86699966994996,-3.8578263004580458,8.034811646388011,27.552318019297715,-26.7403041515228,2.83,1.39,,,,84.1,2567.0,6.4,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.14,,,,,,,,57,1,Slider,3,6,6,3,6,3,6,3,Standard,Standard,73.0,0.0,0.033,,,,-0.033,,-3,3,0.098,0.902,34,35,35,35,1,3,8.0,1.0,5.0,1.0,2.75,-0.89,-0.89,42.4,,,,,
SL,2025-07-21,86.7,-1.31,5.62,"Graveman, Kendall",514888,608665,,swinging_strike,,,,,12.0,"Jose Altuve grounds into a double play, shortstop Geraldo Perdomo to second baseman Blaze Alexander to first baseman Josh Naylor. Cam Smith out at 2nd. Jose Altuve out at 1st.",R,R,R,AZ,HOU,S,,,1,0,2025,0.44,1.04,1.18,2.29,,,701358.0,1,7,Top,,,,,,,5.034088368642555,-126.14757411849412,-3.87969723769785,3.594587066037766,26.558578224187983,-20.510802667989847,2.89,1.3,,,,86.5,2560.0,6.2,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.28,,,,,,,,57,2,Slider,3,6,6,3,6,3,6,3,Standard,Standard,79.0,0.0,-0.052,69.1,7.9,,0.052,,-3,3,0.098,0.902,34,35,35,35,1,3,8.0,1.0,5.0,1.0,2.0,-0.44,-0.44,39.9,25.25785345557676,-6.314606203549175,28.19319501449576,52.53692416339068,35.20769225163638
SI,2025-07-21,94.1,-1.34,5.55,"Graveman, Kendall",514888,608665,,foul_bunt,,,,,4.0,"Jose Altuve grounds into a double play, shortstop Geraldo Perdomo to second baseman Blaze Alexander to first baseman Josh Naylor. Cam Smith out at 2nd. Jose Altuve out at 1st.",R,R,R,AZ,HOU,S,,,1,1,2025,-1.34,0.48,-0.52,2.4,,,701358.0,1,7,Top,,,,,,,5.098072826827816,-136.92747362270657,-3.519750645075762,-18.04125201786718,30.798900490495026,-25.592495728705725,2.89,1.3,1.0,,,93.8,2238.0,6.2,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.34,,,,,,,,57,3,Sinker,3,6,6,3,6,3,6,3,Standard,Standard,225.0,0.0,-0.058,14.7,2.0,,0.058,88.0,-3,3,0.098,0.902,34,35,35,35,1,3,8.0,1.0,5.0,1.0,2.1,1.34,1.34,37.7,-11.788142483308157,-12.90029412631474,20.83210266239652,35.78922174046174,29.32443757749401
SL,2025-07-21,85.6,-1.41,5.66,"Graveman, Kendall",514888,608665,,foul,,,,,5.0,"Jose Altuve grounds into a double play, shortstop Geraldo Perdomo to second baseman Blaze Alexander to first baseman Josh Naylor. Cam Smith out at 2nd. Jose Altuve out at 1st.",R,R,R,AZ,HOU,S,,,1,2,2025,0.6,0.54,0.15,2.01,,,701358.0,1,7,Top,,,,,,,2.474252539786072,-124.6489882877124,-3.39500428240352,5.7243098340285306,26.72806410277541,-26.04685296443133,2.89,1.3,77.0,81.1,79.0,85.2,2572.0,6.2,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.35,,,,,,,,57,4,Slider,3,6,6,3,6,3,6,3,Standard,Standard,72.0,0.0,0.0,67.8,7.7,,0.0,88.0,-3,3,0.098,0.902,34,35,35,35,1,3,8.0,1.0,5.0,1.0,2.58,-0.6,-0.6,37.7,16.120196516744393,-6.787797099112975,32.196316255938,41.42204981136248,30.125357201230848
SL,2025-07-21,84.0,-1.44,5.56,"Graveman, Kendall",514888,608665,,ball,,,,,14.0,"Jose Altuve grounds into a double play, shortstop Geraldo Perdomo to second baseman Blaze Alexander to first baseman Josh Naylor. Cam Smith out at 2nd. Jose Altuve out at 1st.",R,R,R,AZ,HOU,B,,,1,2,2025,0.68,0.62,0.71,0.53,,,701358.0,1,7,Top,,,,,,,3.613363663251563,-122.19750436304804,-6.454384615966971,6.072989839143028,24.89649682698121,-24.899034363542903,2.92,1.3,,,,83.8,2531.0,6.3,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.22,,,,,,,,57,5,Slider,3,6,6,3,6,3,6,3,Standard,Standard,70.0,0.0,0.039,,,,-0.039,,-3,3,0.098,0.902,34,35,35,35,1,3,8.0,1.0,5.0,1.0,2.62,-0.68,-0.68,38.3,,,,,
SI,2025-07-21,95.2,-1.36,5.65,"Graveman, Kendall",514888,608665,grounded_into_double_play,hit_into_play,,,,,8.0,"Jose Altuve grounds into a double play, shortstop Geraldo Perdomo to second baseman Blaze Alexander to first baseman Josh Naylor. Cam Smith out at 2nd. Jose Altuve out at 1st.",R,R,R,AZ,HOU,X,6.0,ground_ball,2,2,2025,-1.31,0.62,-0.26,1.44,,,701358.0,1,7,Top,115.86,148.48,,,,,5.823867240470162,-138.44526795859596,-6.815512614970658,-18.20477856563143,30.65187035613545,-22.812931181897657,2.89,1.3,18.0,107.2,-4.0,95.1,2243.0,6.2,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.28,0.406,0.39,0.0,1.0,0.0,0.0,2.0,57,6,Sinker,3,6,6,3,6,3,6,3,Standard,Standard,222.0,0.02,-0.277,75.4,7.4,0.43,0.277,107.2,-3,3,0.098,0.902,34,35,35,35,1,3,8.0,1.0,5.0,1.0,1.89,1.31,1.31,39.5,4.979443695483934,4.62060018017188,37.51612687361815,38.00543380734472,25.09368304322119
SI,2025-07-21,88.3,0.9,6.33,"Saalfrank, Andrew",605170,685314,,ball,,,,,14.0,Victor Caratini strikes out swinging.,R,R,L,AZ,HOU,B,,,0,0,2025,0.79,0.09,0.51,1.02,,,,0,8,Top,,,,,,,-2.576096599254392,-128.4932423734818,-7.0077441969982734,9.2441910289038,25.73684541342769,-29.949620187250225,3.27,1.6,,,,88.1,2066.0,6.1,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.4,,,,,,,,61,1,Sinker,3,6,6,3,6,3,6,3,Standard,Standard,152.0,0.0,0.042,,,,-0.042,,-3,3,0.065,0.935,27,31,28,32,1,3,3.0,1.0,2.0,1.0,2.82,0.79,-0.79,48.2,,,,,
CU,2025-07-21,78.1,0.95,6.27,"Saalfrank, Andrew",605170,685314,,ball,,,,,1.0,Victor Caratini strikes out swinging.,R,R,L,AZ,HOU,B,,,1,0,2025,-1.04,-0.46,-0.68,2.8,,,,0,8,Top,,,,,,,-1.5815667811250445,-113.67385953488026,0.3583161874695328,-8.566436294344665,24.42231522891918,-36.463054864125965,3.24,1.59,,,,77.3,2116.0,6.1,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.42,,,,,,,,61,2,Curveball,3,6,6,3,6,3,6,3,Standard,Standard,331.0,0.0,0.078,,,,-0.078,,-3,3,0.065,0.935,27,31,28,32,1,3,3.0,1.0,2.0,1.0,4.25,-1.04,1.04,50.9,,,,,
CU,2025-07-21,78.4,0.88,6.27,"Saalfrank, Andrew",605170,685314,,called_strike,,,,,2.0,Victor Caratini strikes out swinging.,R,R,L,AZ,HOU,S,,,2,0,2025,-0.89,-0.78,0.26,2.93,,,,0,8,Top,,,,,,,0.2966668454369594,-114.0849416164138,1.1849135840084442,-7.722362209029627,24.498775308093247,-39.38460481153211,3.32,1.6,,,,77.7,2145.0,6.2,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.32,,,,,,,,61,3,Curveball,3,6,6,3,6,3,6,3,Standard,Standard,337.0,0.0,-0.074,,,,0.074,,-3,3,0.065,0.935,27,31,28,32,1,3,3.0,1.0,2.0,1.0,4.54,-0.89,0.89,52.5,,,,,
SI,2025-07-21,88.7,0.94,6.4,"Saalfrank, Andrew",605170,685314,,foul,,,,,5.0,Victor Caratini strikes out swinging.,R,R,L,AZ,HOU,S,,,2,1,2025,0.45,0.17,-0.24,2.32,,,,0,8,Top,,,,,,,-3.815147672824161,-129.136484085647,-4.267470091905382,5.78214351438444,25.947620113110336,-29.657954085245,3.38,1.52,5.0,74.6,-24.0,88.4,2097.0,6.0,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.48,,,,,,,,61,4,Sinker,3,6,6,3,6,3,6,3,Standard,Standard,153.0,0.0,-0.073,73.2,7.2,,0.073,88.0,-3,3,0.065,0.935,27,31,28,32,1,3,3.0,1.0,2.0,1.0,2.72,0.45,-0.45,50.1,6.647731351985955,-2.3320600330301824,42.047919046056734,29.68785454732705,31.874418480029977
FF,2025-07-21,89.2,1.09,6.15,"Saalfrank, Andrew",605170,685314,,foul,,,,,8.0,Victor Caratini strikes out swinging.,R,R,L,AZ,HOU,S,,,2,2,2025,-0.14,0.7,-0.16,2.0,,,,0,8,Top,,,,,,,-2.789978819167612,-129.86623331402734,-5.670287425749266,-1.0160378459725066,24.758716006723407,-23.29078353266864,3.38,1.52,7.0,92.0,-16.0,89.1,2221.0,6.0,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.48,,,,,,,,61,5,4-Seam Fastball,3,6,6,3,6,3,6,3,Standard,Standard,157.0,0.0,0.0,77.3,7.5,,0.0,92.0,-3,3,0.065,0.935,27,31,28,32,1,3,3.0,1.0,2.0,1.0,2.14,-0.14,0.14,45.8,18.868196041613064,-7.389432120837037,41.578534982091895,30.420876251224744,40.490322514962
CU,2025-07-21,80.3,0.83,6.21,"Saalfrank, Andrew",605170,685314,strikeout,swinging_strike,,,,,13.0,Victor Caratini strikes out swinging.,R,R,L,AZ,HOU,S,2.0,,2,2,2025,-0.57,-0.77,-0.46,1.09,,,,0,8,Top,,,,,,,-1.7526558367719685,-116.85330142754432,-3.066949695530325,-4.786814005221252,26.28058198101916,-38.71820397500517,3.38,1.52,,,,79.7,2044.0,6.3,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.21,,0.0,0.0,1.0,0.0,0.0,,61,6,Curveball,3,6,6,3,6,3,6,3,Standard,Standard,344.0,0.007,-0.233,77.9,8.1,,0.233,,-3,3,0.065,0.935,27,31,28,32,1,3,3.0,1.0,2.0,1.0,4.36,-0.57,0.57,51.7,22.83584392412933,-21.420685727116897,43.10299480510796,26.62289070686825,44.91053738837596
CU,2025-07-21,79.7,0.85,6.21,"Saalfrank, Andrew",572233,685314,,ball,,,,,13.0,Christian Walker singles on a sharp line drive to center fielder Corbin Carroll.,R,R,L,AZ,HOU,B,,,0,0,2025,-0.72,-0.89,-0.33,0.86,,,,1,8,Top,,,,,,,-1.2225369070353074,-115.85141566080564,-3.155741943132162,-6.101037942033816,26.79626864852117,-39.61649384488662,3.57,1.69,,,,78.9,1981.0,6.3,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.19,,,,,,,,62,1,Curveball,3,6,6,3,6,3,6,3,Standard,Standard,340.0,0.0,0.039,,,,-0.039,,-3,3,0.072,0.928,27,34,28,34,1,3,3.0,1.0,2.0,1.0,4.56,-0.72,0.72,49.8,,,,,
CU,2025-07-21,78.7,0.7,6.28,"Saalfrank, Andrew",572233,685314,,foul,,,,,5.0,Christian Walker singles on a sharp line drive to center fielder Corbin Carroll.,R,R,L,AZ,HOU,S,,,1,0,2025,-0.63,-1.07,0.02,2.23,,,,1,8,Top,,,,,,,-0.3087879200957124,-114.58530124875529,0.0904892461063666,-5.417811988062947,22.868841921040737,-41.829369295405,3.44,1.56,207.0,94.9,14.0,78.3,2114.0,6.2,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.34,,,,,,,,62,2,Curveball,3,6,6,3,6,3,6,3,Standard,Standard,342.0,0.0,-0.05,74.4,8.3,,0.05,94.9,-3,3,0.072,0.928,27,34,28,34,1,3,3.0,1.0,2.0,1.0,4.77,-0.63,0.63,52.5,24.13356733970649,-27.828902221534523,27.642568695134354,35.41984814384999,48.15180373338954
SI,2025-07-21,89.5,0.93,6.26,"Saalfrank, Andrew",572233,685314,,ball,,,,,3.0,Christian Walker singles on a sharp line drive to center fielder Corbin Carroll.,R,R,L,AZ,HOU,B,,,1,1,2025,0.64,0.6,0.58,3.63,,,,1,8,Top,,,,,,,-2.226892620077233,-130.3361723804921,-1.7765962568301834,7.820065871111412,26.684074872023704,-25.13958443659908,3.57,1.71,,,,89.2,2266.0,6.0,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.49,,,,,,,,62,3,Sinker,3,6,6,3,6,3,6,3,Standard,Standard,157.0,0.0,0.053,,,,-0.053,,-3,3,0.072,0.928,27,34,28,34,1,3,3.0,1.0,2.0,1.0,2.23,0.64,-0.64,47.3,,,,,
SI,2025-07-21,88.5,0.9,6.24,"Saalfrank, Andrew",572233,685314,single,hit_into_play,,,,,5.0,Christian Walker singles on a sharp line drive to center fielder Corbin Carroll.,R,R,L,AZ,HOU,X,8.0,line_drive,2,1,2025,0.67,0.51,-0.23,2.56,,,,1,8,Top,101.77,101.67,,,,,-4.130069679541393,-128.84179937574945,-3.993080865762673,8.299739777300399,25.883339309203286,-25.91884873582657,3.44,1.56,185.0,106.2,9.0,88.4,2303.0,6.1,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.36,0.734,0.708,0.9,1.0,1.0,0.0,4.0,62,4,Sinker,3,6,6,3,6,3,6,3,Standard,Standard,157.0,-0.007,0.365,74.9,7.0,0.895,-0.365,106.2,-3,3,0.072,0.928,27,34,28,34,1,3,3.0,1.0,2.0,1.0,2.39,0.67,-0.67,49.1,3.812840105259655,3.505576549884206,32.28969131441595,31.71338653388742,30.112867041866163
CU,2025-07-21,80.3,0.75,6.25,"Saalfrank, Andrew",666211,685314,,blocked_ball,,,,,13.0,Taylor Trammell strikes out swinging.,R,L,L,AZ,HOU,B,,,0,0,2025,-0.38,-0.92,-0.73,0.06,,,572233.0,1,8,Top,,,,,,,-2.5437223710256056,-116.74467460958172,-5.120957254263126,-2.855656505373885,26.173097390575304,-39.58227403651332,3.82,1.76,,,,79.6,2268.0,6.3,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.23,,,,,,,,63,1,Curveball,3,6,6,3,6,3,6,3,Standard,Standard,343.0,0.0,0.033,,,,-0.033,,-3,3,0.065,0.935,27,27,28,28,1,3,3.0,1.0,2.0,1.0,4.52,-0.38,-0.38,53.3,,,,,
SI,2025-07-21,88.3,0.94,6.32,"Saalfrank, Andrew",666211,685314,,swinging_strike,,,,,8.0,Taylor Trammell strikes out swinging.,R,L,L,AZ,HOU,S,,,1,0,2025,0.9,0.18,-0.22,1.64,,,572233.0,1,8,Top,,,,,,,-4.666444393363586,-128.56318683326984,-5.745629486868608,10.899148310004971,24.158179653697,-29.23266825971012,3.6,1.74,,,,88.4,2314.0,6.1,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.4,,,,,,,,63,2,Sinker,3,6,6,3,6,3,6,3,Infield shade,Standard,157.0,0.0,-0.052,73.8,8.2,,0.052,,-3,3,0.065,0.935,27,27,28,28,1,3,3.0,1.0,2.0,1.0,2.72,0.9,0.9,48.6,10.464839099435425,2.6800139668607925,32.80289109649936,41.12207859722503,28.068728545318702
CU,2025-07-21,80.4,0.81,6.17,"Saalfrank, Andrew",666211,685314,,swinging_strike,,,,,7.0,Taylor Trammell strikes out swinging.,R,L,L,AZ,HOU,S,,,1,1,2025,-0.51,-1.01,-0.38,1.62,,,572233.0,1,8,Top,,,,,,,-1.6555245431415533,-117.02328142439772,-1.4079706256722837,-4.318459329785597,24.51053669256979,-41.32435972321781,3.6,1.74,,,,79.9,2177.0,6.2,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.3,,,,,,,,63,3,Curveball,3,6,6,3,6,3,6,3,Infield shade,Standard,342.0,0.0,-0.058,72.9,8.5,,0.058,,-3,3,0.065,0.935,27,27,28,28,1,3,3.0,1.0,2.0,1.0,4.57,-0.51,-0.51,49.2,17.032749710266483,-11.474174455185416,31.322632480988,42.25167258568306,38.04046374207101
CU,2025-07-21,79.6,0.8,6.25,"Saalfrank, Andrew",666211,685314,strikeout,swinging_strike,,,,,8.0,Taylor Trammell strikes out swinging.,R,L,L,AZ,HOU,S,2.0,,1,2,2025,-0.62,-1.11,-0.01,1.88,,,572233.0,1,8,Top,,,,,,,-0.5951081540343324,-115.79119631985748,-0.6516101184391776,-5.417227775602812,25.16304764742186,-42.10753296260786,3.6,1.74,,,,78.9,2155.0,6.2,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.3,,0.0,0.0,1.0,0.0,0.0,,63,4,Curveball,3,6,6,3,6,3,6,3,Infield shade,Standard,339.0,0.008,-0.175,74.3,8.3,,0.175,,-3,3,0.065,0.935,27,27,28,28,1,3,3.0,1.0,2.0,1.0,4.75,-0.62,-0.62,50.8,18.035340996875604,-14.276314884746563,30.35197186427365,35.24340185418156,39.05013493562687
CU,2025-07-21,79.9,0.71,6.2,"Saalfrank, Andrew",643289,685314,,blocked_ball,,,,,13.0,Mauricio Dubón lines out sharply to center fielder Corbin Carroll.,R,R,L,AZ,HOU,B,,,0,0,2025,-0.58,-1.02,-0.17,0.53,,,572233.0,2,8,Top,,,,,,,-0.8473390806737813,-116.27985870003036,-3.731693317747121,-4.992717358124667,25.37967214996376,-40.7108502969644,3.46,1.68,,,,79.2,2287.0,6.2,777055,543510,647304,677942,553993,672695,666971,682998,545341,54.33,,,,,,,,64,1,Curveball,3,6,6,3,6,3,6,3,Standard,Standard,344.0,0.0,0.034,,,,-0.034,,-3,3,0.073,0.927,27,30,28,31,1,3,3.0,1.0,2.0,1.0,4.63,-0.58,0.58,51.0,,,,,
